participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
26,1,0,22,13,9,,1,,,1,,-1,-1,-1,-1,-1,,1,,-1,,,1,-1,,,1,,1,,-1,-1,1,,1,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,0,20,10,4,,1,1,0,-1,1,,,,1,-1,1,1,-1,,,-1,0,0,1,0,1,,1,,,,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,1,30,19,8,,1,1,,1,1,-1,,,-1,-1,,,-1,-1,,,1,1,,1,1,1,,-1,-1,1,,1,0,0,-1,,,,,,1,1,1,,1,1,1,,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,0,38,12,16,,0,1,-1,,,-1,-1,-1,,-1,,1,-1,-1,0,,,-1,-1,1,1,0,1,-1,-1,,1,1,,1,,,,,,,,-1,,,0,,0,0,0,0,,-1,,,1,-1,1,0,,,,,,,,,,,1,0,,1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,0,33,22,6,,1,1,0,1,1,,1,1,,-1,1,,-1,-1,,-1,0,1,1,1,,1,-1,,,1,1,,,,,,,,,0,1,,,,,,1,,1,,,1,,,,1,,0,,0,,1,,,,1,,,,,,,,,1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,0,20,15,5,,1,1,,,1,,,,,,1,,,,-1,,,-1,1,,,1,,,,-1,1,,,,,-1,,,,1,1,,1,,,1,,,1,,,,,,,,,1,,,1,,,,,,,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,0,18,7,6,,1,,,,,,-1,1,-1,,1,,,,,,,,,,,,,,,,-1,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,-1,-1,,,,0,0,,1,1,,-1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,0,59,31,20,,1,-1,0,,1,,-1,1,1,-1,1,1,-1,-1,-1,-1,,-1,-1,1,1,1,0,1,-1,,1,1,,1,1,-1,,,,0,-1,,1,0,1,1,,1,1,-1,,,,,-1,1,1,1,,-1,-1,-1,,1,1,0,,,1,,,0,0,1,,1,1,-1,1,,,-1,,,,-1,1,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,0,28,20,3,,1,1,,,,1,1,,,,1,,,,1,,,,0,,,,0,,-1,,,,,,1,1,,,,,,-1,,,1,,,,1,0,,,,,1,,,1,,,1,,,1,,1,,,,,,,1,,,1,,0,0,,1,,,,,-1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,0,19,9,1,,1,,,,0,,,,,,,1,,,,,,0,1,,,1,,-1,,,,,,,,0,,,,,1,,,,,,,0,0,,,0,,,,1,,,,,,0,,,,1,,,,,,1,1,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,0,28,20,6,,1,1,1,1,1,-1,-1,1,,-1,1,,,-1,1,,,,1,,,,,1,-1,,1,,,,,,,,,1,,,,-1,,0,,,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,0,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,0,12,9,2,,1,,,1,,,,,,0,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,0,19,12,7,,1,,,,,,,,-1,,,,,,-1,,,,,,,,-1,,,1,,1,1,,,,,,,,-1,,,-1,,,,,,,,,,,1,,1,1,,1,,,,1,,,,,-1,,,,,,,1,,,,,,-1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,0,27,20,4,,1,1,,1,,,,,0,,,,,,1,,-1,-1,1,,1,,1,,-1,1,,,,,,,,,,1,,1,1,,1,1,,1,,,,0,,,,,,,,,1,,,1,1,,,,,1,1,1,,,,,,,,,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,0,11,9,2,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,0,30,18,4,,1,,,,-1,,0,1,,,,,,,,,,,,,,1,,,-1,,1,,1,1,,1,,,,,,,1,,,,,1,1,0,,,,,1,,1,,,,,,,1,,0,,,0,0,,1,,,1,,0,,1,,,,0,1,,,1,,,,,,,,0,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1,0,17,10,5,,1,,-1,,,,,,1,,,,,1,,,-1,1,,,,,,,-1,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,1,,,,,,,,,,-1,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1,0,8,6,1,,1,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1,0,9,7,1,,1,,,,,,,,,1,1,,,-1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1,0,31,15,12,,1,,,,1,-1,,,,-1,,,-1,,,,,1,,,,,,0,-1,1,-1,,1,,-1,,,,,,,,,,1,,,,,,,1,,,,1,,,,1,,1,,1,,0,,,,,,,,-1,,,,,1,,,-1,-1,,,,-1,,,,,0,1,,,,,,,,,,0,,-1,1,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,0,46,24,14,,1,,,0,1,-1,-1,1,-1,-1,,-1,,-1,,,0,,,,1,1,-1,,-1,1,,,,,,,,,,,0,1,,,0,0,,1,,,,1,,,1,,-1,,,,1,1,,,1,0,,,,-1,,1,,,,,0,-1,,,,-1,0,-1,,-1,1,,,,,,1,,,1,1,,,,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1,0,14,6,5,,1,,,,,,,,,,,,,,,-1,,,,,,,,-1,,-1,,,1,,,,,,,,,,,,,,1,,,0,,0,,,-1,,,,,,,,,,,0,,,,,,1,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1,0,14,7,5,,1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,0,1,,1,,,,-1,,,,,,,,,,1,,,,,,,,-1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,0,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,0,0,54,18,24,,1,-1,,,,-1,,-1,,-1,1,1,0,1,-1,-1,,,,,0,,-1,1,,1,-1,0,,1,,,,,,,-1,-1,,-1,-1,,-1,-1,0,,,0,,,,,,,,-1,,1,,0,,1,,,0,-1,1,0,0,-1,,1,,,1,,1,,-1,-1,-1,0,-1,,,,,1,0,,0,,,,,,-1,1,,,,,1,,,1,-1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1,0,49,27,10,,1,,,,,1,,,,-1,,,-1,,,-1,-1,,,1,,,-1,1,,1,,,,1,1,-1,,,,0,0,1,1,,,,1,,1,,,,,,0,,1,1,,1,,1,,0,1,0,,,,1,,,1,-1,1,,,,1,,0,,,0,,,0,,,,,-1,,,,,,,,,,1,-1,1,,,1,,0,0,,1,0,,,,-1,,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1,0,55,31,9,,1,0,,,1,0,0,1,-1,0,1,,-1,-1,,,,,,,,1,0,,-1,1,1,1,,1,,1,,,,,0,,0,1,,1,1,,,,,0,,,1,,1,1,,1,,0,,1,1,,,,1,1,,1,0,,,,0,,1,,1,,,1,,-1,,,,,,,1,,,,,,,,1,1,,,,,-1,,,-1,,,-1,0,0,,-1,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1,0,28,16,11,,1,,,-1,-1,-1,,,,1,1,1,,-1,,,,,,,,,,-1,,,,,,,,1,,,,-1,-1,,,1,,,,1,1,,,,,,1,,,1,,,,1,,1,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,-1,,,,,,,1,1,,,0,-1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1,0,36,25,8,,1,1,,,,0,,,,,,,,,,,,,1,,1,,,,,,,,,,,-1,,,,1,,,,,1,,-1,1,,,,1,,,,,1,0,,,,,,,,1,,,,1,1,,1,,,,,,1,,1,1,,,-1,,,,,,,,1,,,1,,,,,,,-1,,,1,,,,,,1,1,,,,,1,,,,1,0,,,-1,,,,1,-1,-1,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,0,3,2,1,,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1,0,38,28,3,,1,1,,,1,,1,,-1,,1,,,-1,,-1,,1,,,,,,,,,,1,,0,,,,,,,,,0,,1,1,,1,,,,,,,1,1,1,,,,,,,,,,,,0,,1,1,1,0,,,,0,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,,,1,1,1,,,,,1,,1,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1,0,74,53,19,,1,,1,,1,1,1,-1,1,-1,1,1,,,,-1,,1,,1,1,1,,,,1,1,1,1,,1,1,,,,-1,1,1,,-1,1,,1,1,1,,,1,,,1,,,1,,1,1,,,1,1,-1,,,1,1,,1,1,1,1,1,-1,0,1,,,-1,1,1,,,1,,,,,0,-1,,1,,,,,,,1,,-1,1,-1,,,-1,1,-1,1,,,,,-1,-1,1,,-1,1,,-1,,,1,-1,1,1,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,0,0,25,8,12,,1,,,,,,,-1,1,-1,,,1,,,,,,,,,-1,,1,,,,,-1,,,,,,,,-1,,,,,,,,-1,,,,,,0,,-1,,,,,,,,,,,,-1,-1,,,,0,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,1,,0,,,1,,,1,,,,0,,,,,,,,,,0,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1,0,18,14,3,,1,,,,1,,,,,,,,,,,,,-1,,,1,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,-1,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1,0,29,23,4,,1,,,,,1,,,,-1,,,,,0,,1,1,,,,,,,,1,,1,,,1,1,,,,1,-1,-1,0,,1,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,-1,,1,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1,0,26,22,3,,1,,1,,1,,1,1,,,,,,,-1,,,,,1,,,,,,,,,,,,1,,,,,,,,-1,,1,,,,,,1,,,,,,,,,0,,,1,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,,-1,,,,,,1,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1,0,16,12,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-1,,,,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1,0,44,24,7,,1,,,,,,,-1,,-1,,,-1,,0,,,,,,,1,,-1,,,1,,,,,,,,,,,1,0,,,1,,1,,,,0,,,1,1,1,1,,,,,,,,,,,,0,,1,,0,1,1,,,,,,0,,,0,,,,,,,-1,,,,,,,,,,,,,1,,,1,,0,1,,,1,,,,,,1,,,1,,-1,,0,-1,1,,1,0,,,,,,,,,,1,1,,,,,,,,,,0,,,,,,0,,,1,0,,,,,,,,,,,,,,
380,1,0,34,18,10,,1,,,,,,,,,,,,,,,,-1,-1,-1,,,,0,,,,1,,,,,,,,,,,,-1,,1,,,,,,,,,,1,,1,1,,0,,,,,,,,,,,,,,,,,0,1,,,,-1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,-1,,,1,,,,,,-1,,-1,,,1,,1,,,,,,,,1,0,,,,,,,,,,,1,0,1,-1,1,1,,,,,,,-1,,,,,,1,,0,,,,,,,,,,,,
381,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1,0,29,8,2,,0,,0,,,,,0,,,0,,,,,,,1,,,,,-1,,,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,,,,0,,,,1,,,,0,,,1,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,,,,,,,,0,,1,,0,1,1,0
15,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,0,11,9,2,,,1,1,,,,,,-1,,,1,,,,,-1,,,1,1,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,0,7,6,1,,,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,1,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,0,48,18,11,,,1,-1,1,1,-1,-1,-1,-1,,0,,,0,,-1,-1,-1,1,0,0,,1,-1,-1,1,0,,1,1,,0,,,,1,1,0,,1,0,,,0,,,,0,,,,1,1,0,,0,,0,,1,1,0,,,0,1,,1,,1,-1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,0,15,10,1,,,1,,,,,,,,,,,-1,,,,,,,,1,0,,,,,1,,,,,,,,,0,1,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,0,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,0,10,4,1,,,1,,,,,,,-1,,,,,,,,,,,,1,1,,,,,,1,0,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,0,7,4,2,,,1,,,,,,,-1,,,,,0,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,0,29,23,5,,,1,,,1,,1,,,-1,1,,-1,-1,-1,,1,,,1,1,,,,,,,1,,,0,1,,,,,,,1,1,1,,1,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,,,1,,1,,,,1,,1,-1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,0,11,3,2,,,1,,,,1,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,-1,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1,0,43,27,11,,,1,-1,,-1,-1,-1,1,-1,-1,1,1,,,0,,,1,1,1,1,1,1,,,,,1,1,0,1,,,,,,1,,,1,,0,1,,1,-1,,,,,,,,0,,-1,1,,,1,1,,,,1,1,,1,-1,,-1,,1,0,,,,-1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1,0,14,8,5,,,1,,1,,,,,-1,,,,,,,,0,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,-1,,-1,,,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1,0,26,14,9,,,0,,1,,,-1,1,,,,,,-1,-1,,,,,,,,1,,,,,1,1,,1,,,,,,,-1,,-1,,,1,1,,1,,1,,,1,0,-1,,,1,,-1,,,,1,,,,,,,0,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1,0,21,16,2,,,1,,,1,,,,,,1,,,,-1,,,,1,,,,,,,,,,1,,,,,,,,,-1,,0,1,,,,,,,,,,1,,,,,1,,1,,,,,,,1,,,,,,0,,1,,1,,,,,,,,1,,,,,,,,,,0,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
