participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
138,0,0,49,18,16,,0,,0,0,-1,1,-1,1,1,1,0,1,0,-1,1,0,1,0,0,-1,0,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,,1,,,,,,,1,,,0,-1,,,,0,,1,0,1,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,0,49,24,18,,-1,,-1,0,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,0,-1,0,0,0,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,,,,,,-1,,,1,-1,,,,1,,0,1,1,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0,0,27,17,6,,1,,1,1,,,1,1,,1,1,,1,,0,,,0,,0,,,,,,1,,,-1,-1,1,0,-1,1,,-1,1,-1,1,-1,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0,0,49,22,27,,1,,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,,1,,,,,,,1,,,-1,-1,,,,1,,1,-1,1,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,0,52,23,24,,-1,,-1,-1,1,1,0,1,1,1,-1,1,1,0,,-1,1,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,,1,,,,,,,1,,,-1,0,,,,1,,1,0,1,,1,1,,,,,,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,0,54,18,36,,1,,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,,-1,,,,,,,-1,,,-1,-1,,,,1,,-1,-1,-1,,-1,1,-1,,,,,-1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0,0,54,35,19,,1,,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,,1,,,,,,,1,,,-1,-1,,,,1,,1,1,1,,1,1,1,,,,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0,0,54,29,25,,1,,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,,-1,,,,,,,-1,,,-1,1,,,,1,,1,-1,1,,1,1,1,,,,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0,0,15,10,5,,-1,,,,,1,,,1,,,,1,,,,,,,,,,,,,1,-1,,,,-1,,,,,,-1,1,,,,,,,,,,,,,,,-1,,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0,0,54,29,25,,-1,,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,,1,,,,,,,1,,,1,-1,,,,1,,1,1,1,,1,1,1,,,,,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0,0,6,1,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0,0,54,26,22,,1,,0,-1,1,1,-1,1,1,1,-1,0,1,-1,-1,1,1,-1,0,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,0,,,,1,,1,1,1,,1,1,1,,,,,1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0,0,19,12,7,,1,,,,1,,-1,,1,,,1,-1,,,,,-1,,1,,,-1,,,,,,,,,,,,,,-1,,,-1,,1,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,,,1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,0,54,21,27,,-1,,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1,0,-1,-1,-1,0,0,1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,,0,,,,,,,-1,,,0,-1,,,,1,,-1,-1,1,,1,1,1,,,,,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,0,54,34,16,,1,,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,-1,,1,-1,1,,1,1,0,,,,,1,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0,1,54,31,20,,1,,-1,1,1,1,1,1,1,0,-1,1,-1,1,1,,1,1,1,-1,1,-1,0,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,,1,,,,,,,1,,,1,1,,,,1,,-1,0,1,,1,1,-1,,,,,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0,0,54,36,18,,1,,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0,0,54,26,19,,1,,-1,0,1,1,-1,1,-1,1,-1,0,1,0,-1,0,0,0,0,1,0,-1,0,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,,1,,,,,,,1,,,1,1,,,,-1,,1,-1,1,,-1,1,1,,,,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,0,54,16,15,,-1,,1,1,1,-1,1,0,-1,0,0,-1,0,0,-1,1,0,1,1,1,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,-1,,,,,,,-1,,,1,1,,,,-1,,1,-1,1,,0,1,-1,,,,,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0,0,54,38,16,,1,,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,-1,-1,1,,,,,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1,0,54,27,25,,1,,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,,0,,,,,,,-1,,,1,-1,,,,-1,,1,-1,1,,-1,1,-1,,,,,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1,0,54,27,22,,0,,1,0,1,1,-1,-1,1,-1,-1,1,0,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,,1,,,,,,,1,,,1,0,,,,1,,1,1,-1,,-1,1,1,,,,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0,0,45,24,15,,1,,1,1,1,1,1,,1,1,,1,1,0,,0,,0,1,-1,-1,-1,-1,0,1,-1,,0,-1,1,-1,,-1,1,-1,,,1,-1,-1,,1,,,,,,,1,,,1,-1,,,,0,,1,1,-1,,1,1,,,,,,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0,0,54,36,16,,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0,0,54,31,23,,-1,,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,-1,,,,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,0,30,10,16,,-1,,-1,,,1,,1,,,,,,,-1,,1,0,,0,,,,,,,-1,1,-1,-1,,-1,-1,1,-1,-1,,-1,,,,0,,,,,,,,,,-1,,,,,,,,,,,1,,1,,,,,,0,,-1,,,,,-1,1,,,,,,,-1,,,,,,,,,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0,1,72,46,26,,1,,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,,1,,,,,,,1,,,-1,1,,,,-1,,1,1,1,,1,1,1,,,,,1,1,1,-1,,,1,1,-1,1,1,1,1,,1,,1,,,1,,,1,1,,-1,1,1,,-1,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0,0,76,40,17,,1,,0,1,1,1,1,1,1,-1,1,1,1,0,,1,1,1,1,0,0,-1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,,-1,-1,-1,1,-1,1,,0,,,,,,,1,,,1,1,,,,1,,0,1,0,,0,1,-1,,,,,-1,0,1,-1,,,1,0,0,1,1,1,-1,,0,,0,,,0,,,1,0,,-1,1,1,,0,0,,,,1,1,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0,0,81,48,28,,1,,1,-1,1,1,-1,1,1,1,-1,1,1,0,-1,1,1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,,1,,,,,,,-1,,,1,0,,,,-1,,1,0,1,,1,1,1,,,,,-1,-1,1,-1,,,1,1,1,1,-1,1,-1,,1,,1,,,-1,,,1,-1,,-1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1,0,81,46,35,,1,,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,,1,,,,,,,-1,,,1,-1,,,,-1,,1,1,1,,-1,1,-1,,,,,-1,1,1,1,,,1,1,1,1,-1,1,1,,1,,1,,,-1,,,1,-1,,-1,1,-1,,1,1,,,-1,-1,1,1,1,1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0,0,44,24,7,,1,,,0,1,,-1,,,,,,,,0,1,1,0,1,0,,0,-1,,1,,,,,0,-1,,-1,,,1,,-1,-1,0,,,,,,,,,1,,,,1,,,,1,,,,1,,0,1,0,,,,,1,0,1,-1,,,1,0,0,,,1,,,1,,1,,,,,,,0,,,1,,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0,0,81,50,31,,1,,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,1,-1,-1,-1,,,1,-1,-1,1,1,1,1,,-1,,1,,,-1,,,1,1,,-1,1,1,,-1,-1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0,0,81,51,18,,1,,1,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,0,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,-1,,1,1,1,,1,1,0,,,,,1,1,1,-1,,,1,1,1,1,1,1,1,,1,,0,,,0,,,1,1,,1,1,1,,0,-1,,,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0,0,81,56,19,,1,,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,0,1,0,,,,,1,1,1,-1,,,0,1,-1,1,1,1,1,,1,,1,,,1,,,1,1,,1,1,1,,-1,0,,,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,0,1,73,41,30,,1,,,1,1,1,-1,1,-1,0,,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,,1,,,,,,,,,,-1,,,,,1,,1,,1,,1,1,1,,,,,1,1,-1,-1,,,,1,-1,1,1,1,1,,1,,1,,,1,,,1,1,,-1,1,1,,-1,,,,1,-1,1,-1,1,,,1,-1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1,0,81,17,10,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,0,0,0,-1,1,-1,0,-1,1,1,-1,,1,,,,,,,0,,,1,0,,,,0,,1,0,0,,0,1,0,,,,,-1,0,0,-1,,,0,0,0,0,-1,1,0,,1,,0,,,0,,,0,1,,0,0,0,,-1,0,,,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0,0,10,8,2,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1,0,84,46,33,,1,,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,,-1,,,,,,,-1,,,1,1,,,,1,,1,1,0,,-1,1,-1,,,,,-1,1,-1,-1,,,1,-1,-1,1,-1,1,1,,1,,-1,,,1,,,1,-1,,-1,1,1,,1,1,,,-1,1,1,0,-1,1,1,1,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0,0,71,39,20,,1,,1,-1,1,1,1,1,,1,0,1,1,,1,1,1,,1,-1,0,-1,0,1,-1,1,1,1,-1,,-1,-1,-1,1,-1,-1,-1,1,1,,,,,,,,,,1,,,1,1,,,,1,,1,0,,,,1,1,,,,,-1,1,,-1,,,-1,-1,0,,,1,,,-1,,1,,,-1,,,,-1,,-1,1,1,,0,0,,,1,1,1,1,0,1,1,0,0,0,0,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0,0,84,45,29,,-1,,-1,1,0,1,1,1,1,1,-1,0,1,1,-1,0,1,-1,1,1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,,0,,,,,,,-1,,,1,1,,,,1,,1,1,-1,,-1,1,1,,,,,-1,1,1,-1,,,1,1,-1,1,-1,0,-1,,1,,-1,,,1,,,1,1,,-1,-1,1,,1,1,,,1,1,0,1,1,1,1,1,1,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0,0,35,18,14,,1,,1,,,,,,-1,,-1,0,1,-1,,-1,,1,1,,,,-1,1,-1,1,,,,,,,-1,1,,,-1,-1,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,0,,,,,-1,,,,,,,,1,,-1,,,1,,,,-1,,1,1,-1,,-1,,,,,1,,0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0,0,7,4,3,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0,0,84,54,23,,1,,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,-1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,,0,,,,,,,1,,,1,1,,,,1,,0,-1,1,,1,1,1,,,,,-1,1,1,-1,,,1,1,1,1,-1,1,0,,-1,,1,,,1,,,1,1,,-1,1,1,,1,1,,,1,1,1,1,1,0,1,1,1,-1,0,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,0,0,14,6,5,,1,,,,,,,,-1,,,,,,,,1,1,,,,,,,,,,,0,,,,-1,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,-1,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0,0,18,12,6,,-1,,,,,,,1,,,,,,,,,,,1,-1,-1,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,-1,,1,,,,,,,,,,,,1,,,,1,,,-1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0,0,84,45,15,,1,,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,-1,-1,0,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,0,,,,,,,1,,,1,1,,,,1,,0,-1,1,,1,1,1,,,,,0,0,1,-1,,,1,1,1,0,0,1,1,,1,,0,,,1,,,1,1,,1,1,1,,0,-1,,,1,1,1,0,0,0,1,1,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0,0,84,45,19,,1,,0,0,1,1,1,1,1,1,0,1,1,0,-1,0,1,-1,0,-1,0,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,,0,,,,,,,1,,,1,1,,,,1,,0,1,1,,1,1,1,,,,,0,-1,1,0,,,1,1,1,1,0,0,0,,1,,1,,,0,,,1,1,,1,1,1,,-1,0,,,1,1,1,-1,1,1,1,1,0,0,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0,0,7,4,1,,1,,1,,,,,-1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,0,0,7,5,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0,0,84,49,22,,1,,1,1,0,1,0,1,1,1,0,1,1,-1,1,1,1,0,1,-1,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,,0,,,,,,,1,,,1,1,,,,1,,1,0,1,,1,1,1,,,,,1,1,1,-1,,,1,1,-1,1,-1,1,0,,-1,,-1,,,1,,,1,0,,-1,1,1,,-1,0,,,1,1,1,1,1,1,1,1,1,0,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
