participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
190,1,0,46,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,,,0,,1,-1,,-1,1,0,,1,,0,1,,,,1,1,1,0,0,0,,1,0,-1,0,,,,0,,,,0,,,,,,,,,,,0,1,,,,,,,,-1,,,,,,1,,,,,,0,,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1,0,66,35,23,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,1,0,1,1,1,1,1,-1,0,0,-1,1,0,1,1,1,1,1,-1,1,-1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,1,,,1,0,,1,-1,1,,1,-1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1,0,66,26,14,-1,1,-1,-1,-1,1,-1,1,1,1,-1,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,-1,0,0,1,1,,,,0,,,,1,-1,,,,,,0,,,1,1,1,,,,,,,,-1,,1,,,0,1,,1,-1,0,,1,1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1,0,66,30,27,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,,,,0,-1,,,,,,0,,,-1,-1,1,,,,,,,,0,,1,,,0,1,,-1,-1,1,,0,-1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0,0,53,27,22,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,,,,,1,1,1,1,1,-1,1,1,1,,0,1,0,1,-1,-1,1,-1,1,1,1,,-1,-1,1,1,,,,-1,,,,0,,,,,,,0,,,1,-1,-1,,,,,,,,,,1,,,1,,,,,1,,1,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1,2,68,27,23,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,,,,1,,,,0,-1,,,,,,0,,,-1,-1,1,,,,,,,,-1,,1,,,0,1,,1,-1,1,,0,-1,0,-1,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1,0,66,40,19,-1,1,-1,-1,1,-1,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1,0,66,37,27,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,-1,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1,1,49,34,11,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,,,,,0,1,-1,-1,,1,1,1,1,-1,1,1,1,0,1,0,1,1,,1,1,1,,,-1,1,,,,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,0,,1,,1,-1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0,0,66,44,19,-1,1,0,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,0,1,,,,1,,,,1,-1,,,,,,1,,,1,1,-1,,,,,,,,1,,1,,,1,1,,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1,0,64,31,18,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,-1,,,,-1,-1,-1,1,-1,1,1,1,1,,1,0,1,1,1,1,1,0,1,1,1,1,0,,1,0,0,,,,,1,,,,1,,,,,,,-1,,,1,,1,,,,,,,,,,1,,,1,1,,,-1,1,,0,0,1,0,,,-1,,,0,-1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0,0,75,27,46,-1,-1,1,0,1,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,,,,-1,,,,-1,-1,,,,,,1,,,-1,1,-1,,,,,,,,-1,,1,,,-1,1,,1,-1,-1,,1,1,-1,1,-1,,-1,,,-1,-1,1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1,0,75,41,34,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,-1,1,,-1,-1,1,,1,-1,1,-1,1,,1,,,1,1,1,-1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0,0,75,45,24,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,0,-1,1,-1,0,1,1,1,-1,1,-1,-1,1,,,,-1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,-1,,,1,1,,1,1,1,,1,1,0,0,-1,,1,,,1,-1,1,1,1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1,4,79,24,37,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,0,1,1,-1,0,-1,0,-1,1,0,1,-1,-1,-1,-1,0,0,1,,,,0,,,,1,-1,,,,,,-1,,,0,-1,-1,,,,,,,,-1,,0,,,-1,1,,1,1,1,,0,0,1,0,-1,,1,,,0,-1,1,-1,-1,0,0,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0,0,61,28,31,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,,1,,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,,,-1,-1,-1,-1,-1,,-1,,1,-1,-1,0,,,,-1,,,,1,,,,,,,1,,,1,,-1,,,,,,,,,,1,,,-1,-1,,1,,-1,,1,1,,,-1,,1,,,,1,1,-1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1,0,24,9,15,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,,,,,,,,-1,,,,,,1,1,,1,,,1,,,1,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1,0,78,37,25,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,-1,1,1,0,1,,,,1,,,,0,-1,,,,,,-1,,,0,-1,1,,,,,,,,0,,1,,,0,1,,-1,-1,1,,0,0,1,-1,0,,1,,,0,1,1,0,1,-1,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1,0,78,41,22,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,,,,1,,,,1,-1,,,,,,1,,,1,0,1,,,,,,,,-1,,1,,,0,1,,0,-1,1,,1,0,1,-1,1,,0,,,1,-1,1,1,0,-1,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1,0,10,0,0,0,,,0,,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1,0,78,35,33,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,0,-1,1,,,,,,,,-1,,1,,,1,1,,-1,-1,1,,-1,-1,1,-1,0,,-1,,,0,-1,1,-1,-1,-1,1,1,,,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0,0,78,31,45,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,,,,1,,,,-1,-1,,,,,,-1,,,1,1,-1,,,,,,,,1,,1,,,-1,1,,0,-1,1,,-1,1,1,1,-1,,-1,,,0,1,-1,1,-1,-1,1,1,,,1,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,0,78,41,26,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,0,1,1,1,,,,1,,,,-1,-1,,,,,,-1,,,-1,1,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,0,1,0,1,,1,,,1,1,0,0,1,-1,1,1,,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1,1,79,40,28,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,0,,,-1,1,,-1,-1,1,,0,-1,1,0,0,,1,,,0,-1,0,1,0,-1,1,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1,0,55,25,26,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,,,,,,-1,,1,-1,1,-1,0,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,1,,-1,1,1,1,,,,1,,,,1,,,,,,,,,,-1,-1,1,,,,,,,,,,1,,,,,,,-1,0,,,,1,,-1,,,,,,-1,,,,,-1,,,,1,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1,0,55,26,24,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,,,,,,-1,-1,-1,,-1,-1,1,-1,1,1,1,1,1,,1,1,1,1,1,1,1,0,,,1,1,,,,,1,,,,0,,,,,,,-1,,,-1,-1,1,,,,,,,,,,,,,0,1,,0,,,,,-1,,,-1,,-1,,,,,0,,,,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1,0,21,7,11,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,,-1,-1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1,0,78,45,18,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,0,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,1,,,,-1,,,,1,0,,,,,,1,,,1,0,1,,,,,,,,1,,0,,,1,1,,1,0,-1,,1,-1,1,-1,1,,1,,,1,0,0,1,1,0,0,1,,,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1,0,72,40,26,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,1,,,,0,,,,,,,0,,,1,0,1,,,,,,,,,,-1,,,-1,1,,-1,-1,1,,1,0,,,1,,1,,,1,1,1,1,1,,0,1,,,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1,0,78,40,26,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,0,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,-1,1,-1,1,,0,,,1,0,-1,1,1,0,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1,0,78,43,26,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,,,,1,,,,1,-1,,,,,,-1,,,1,0,1,,,,,,,,-1,,1,,,0,1,,1,-1,1,,0,1,1,0,1,,0,,,1,0,0,1,1,-1,1,1,,,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0,0,78,23,54,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,,,,-1,,,,1,1,,,,,,1,,,-1,1,-1,,,,,,,,-1,,0,,,-1,-1,,1,-1,1,,-1,1,-1,1,-1,,1,,,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0,1,39,16,22,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,,,,,,,1,1,,,-1,-1,,-1,,,-1,-1,,,-1,,-1,,,1,1,,,-1,-1,1,,,,,,,,,,,,,,,,,,1,,-1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,0,-1,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,0,78,37,27,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,0,-1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,0,0,-1,0,,0,,,1,0,0,1,0,-1,0,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,0,2,1,1,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1,0,78,36,28,-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,1,0,1,1,0,1,-1,0,1,1,1,1,1,1,1,0,0,1,,,,1,,,,-1,0,,,,,,1,,,-1,-1,1,,,,,,,,0,,1,,,-1,1,,1,0,1,,1,0,1,0,-1,,-1,,,0,1,-1,1,-1,-1,1,1,,,1,,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0,0,78,41,35,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,0,-1,1,1,1,0,-1,-1,-1,1,,,,-1,,,,1,-1,,,,,,1,,,1,-1,1,,,,,,,,1,,1,,,1,1,,1,-1,1,,1,1,1,1,-1,,-1,,,1,-1,1,-1,-1,-1,1,1,,,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,0,25,9,15,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,,,,,,,,1,,,,-1,,1,,,,,,-1,,,,,1,,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0,0,55,26,27,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,,,,,,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,,1,-1,-1,-1,-1,1,-1,1,,,-1,1,1,,,,-1,,,,1,,,,,,,1,,,1,,-1,,,,,,,,,,1,,,,1,,1,,1,,,1,,,-1,,,,,,,,1,,,,-1,,,1,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,0,78,35,25,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,1,0,-1,1,,0,,,0,0,0,0,0,0,0,1,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1,0,40,19,13,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,,,0,,,,,1,,1,0,1,0,,1,,1,1,0,,0,0,1,1,,1,1,,-1,1,1,,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1,1,79,46,32,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,-1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,1,,-1,,,1,1,,-1,-1,1,,1,1,1,1,1,,1,,,1,-1,1,1,1,-1,1,1,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1,0,17,5,12,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,0,0,78,35,41,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,,,,-1,,,,-1,-1,,,,,,1,,,-1,1,-1,,,,,,,,1,,-1,,,-1,1,,1,1,1,,0,1,0,1,1,,1,,,1,-1,-1,1,-1,1,-1,-1,,,1,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1,1,79,46,23,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,0,,0,,,1,1,,1,1,1,,1,0,1,0,1,,1,,,1,0,1,1,-1,0,0,1,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1,0,24,10,13,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,,,,,,,,1,,1,,,-1,,,,,,,,,,,,,,,,,0,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1,0,33,10,13,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,,,,-1,-1,-1,,0,0,1,0,,,,,,,0,0,1,,,,0,,,0,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,0,,,,,,,,,,,,0,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1,1,79,53,26,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,-1,1,,1,-1,1,-1,-1,,1,,,1,1,1,1,1,-1,1,1,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1,0,78,42,28,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,0,,,1,1,,0,-1,1,,1,1,1,-1,-1,,1,,,1,1,1,1,0,-1,1,1,,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1,1,79,30,34,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,-1,1,-1,1,0,1,1,0,1,1,-1,1,-1,1,1,1,1,1,0,-1,0,-1,0,1,,,,1,,,,-1,-1,,,,,,-1,,,0,-1,1,,,,,,,,-1,,1,,,0,1,,0,-1,1,,0,0,1,-1,-1,,-1,,,0,-1,-1,1,-1,-1,0,1,,,1,,-1,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1,0,78,35,30,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,0,-1,1,,,,,,,,0,,1,,,1,1,,-1,-1,1,,1,-1,0,-1,1,,-1,,,0,1,0,0,-1,-1,-1,1,,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1,0,81,47,31,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,-1,1,-1,1,,-1,,,1,1,1,1,1,-1,1,1,,,1,,-1,,1,,,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
