participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
245,0,0,35,17,17,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,,,,,,,,-1,,1,1,,,1,,,-1,1,,,-1,-1,-1,,,,1,,,-1,1,,,,,-1,,,,1,,,,,,,,,,,,-1,,,,,,,,1,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0,0,78,36,39,-1,1,-1,-1,1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,,,,-1,,,,-1,-1,,,,,,-1,,,-1,-1,-1,,,,,,,,1,,1,,,-1,1,,1,1,1,,1,1,0,1,-1,,-1,,,1,-1,-1,1,1,-1,1,-1,,,1,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1,0,78,40,25,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,0,0,1,,,,,,,,-1,,-1,,,1,1,,0,-1,1,,1,-1,1,-1,1,,1,,,1,1,0,1,-1,0,0,1,,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,0,0,78,42,20,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,1,1,-1,0,1,1,1,0,0,1,1,0,-1,0,0,-1,-1,-1,0,1,1,1,1,1,-1,1,1,,,,1,,,,1,0,,,,,,1,,,1,-1,1,,,,,,,,1,,1,,,1,1,,1,1,1,,1,1,0,1,1,,1,,,1,0,1,0,1,0,1,1,,,1,,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0,2,44,25,19,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,,,1,1,1,1,1,1,,-1,,,-1,1,,,1,,,-1,1,,,,-1,,,-1,-1,,,,,-1,,,,1,,,,,,,,,,1,1,-1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,,,-1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1,0,78,50,28,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,1,1,1,,1,-1,1,-1,1,,-1,,,1,1,-1,1,-1,-1,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0,0,78,41,34,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,,,,-1,,,,1,1,,,,,,1,,,1,1,1,,,,,,,,-1,,1,,,-1,1,,1,-1,-1,,1,1,1,-1,1,,1,,,0,1,-1,-1,1,-1,0,1,,,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1,0,23,7,12,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,,0,,,,,,,-1,,,,0,,-1,,1,,,,0,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1,1,27,23,2,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,,,,,,,1,1,,1,1,,,,,1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,0,40,21,11,1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,,,,-1,,,,0,,0,,0,1,,1,,1,1,0,,1,-1,,1,,,1,0,,0,1,1,,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,0,6,2,4,-1,,-1,,,,,1,,,-1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1,0,13,2,2,0,,0,0,,,-1,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1,0,84,33,19,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,0,-1,0,1,0,0,0,0,-1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,,,,0,,,,1,-1,,,,,,0,,,1,1,1,,,,,,,,-1,,0,,,1,1,,1,-1,0,,0,0,1,0,-1,,1,,,1,0,1,0,0,-1,0,0,,,1,,1,,0,,,0,,,,,,,,1,0,,0,1,,,0,,,,,,,,,,,,,,,,,,,,
261,0,0,81,36,37,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,0,1,-1,1,-1,,,,-1,,,,1,0,,,,,,1,,,-1,-1,-1,,,,,,,,-1,,1,,,-1,1,,1,1,1,,0,0,0,0,1,,1,,,1,-1,0,-1,-1,-1,0,1,,,1,,-1,,1,,,-1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1,0,38,17,17,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,,,-1,,-1,,-1,-1,-1,0,1,1,,1,,,1,,1,,0,,1,1,,,-1,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1,0,81,60,21,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,1,1,-1,1,,1,,,1,-1,1,1,-1,1,1,1,,,1,,1,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1,0,81,38,28,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,0,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,-1,1,1,,,,,,,,-1,,1,,,1,1,,-1,0,0,,1,0,1,1,-1,,0,,,0,0,0,-1,1,0,1,1,,,1,,0,,0,,,1,,,,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1,1,82,34,47,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,,,,-1,,,,-1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,-1,1,,-1,-1,1,,1,1,1,-1,-1,,-1,,,1,-1,0,1,-1,-1,1,-1,,,1,,-1,,1,,,1,,,,,,,,-1,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,
267,0,2,83,42,35,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,1,,,,-1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,1,,1,,,1,1,,1,1,-1,,1,1,-1,1,1,,-1,,,1,1,0,1,0,0,0,1,,,1,,-1,,-1,,,-1,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
268,1,0,81,32,23,0,0,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,-1,1,1,0,-1,1,,,,0,,,,-1,-1,,,,,,1,,,0,1,0,,,,,,,,0,,1,,,0,1,,1,0,1,,-1,1,1,-1,-1,,0,,,0,0,0,-1,-1,0,0,0,,,1,,1,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1,0,81,34,32,-1,1,-1,0,1,0,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,0,1,1,0,1,1,-1,-1,-1,0,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,0,1,,,,,,,,-1,,1,,,-1,1,,-1,-1,1,,0,-1,1,0,-1,,1,,,1,-1,0,-1,1,0,-1,1,,,1,,0,,1,,,1,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1,1,82,37,35,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,,,,1,,,,-1,-1,,,,,,-1,,,0,-1,1,,,,,,,,-1,,1,,,-1,1,,-1,-1,1,,0,0,0,-1,1,,1,,,1,0,1,1,-1,-1,1,1,,,1,,-1,,1,,,0,,,,,,,,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,
271,1,0,81,41,32,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,0,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,0,1,-1,1,,0,,,1,-1,0,-1,1,0,1,1,,,1,,1,,1,,,-1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1,0,81,41,31,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,-1,0,-1,1,,0,,,1,1,0,1,0,-1,1,1,,,1,,-1,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1,1,82,41,31,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,,,,1,,,,-1,-1,,,,,,0,,,1,-1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,-1,0,0,0,,-1,,,0,0,1,1,-1,-1,1,1,,,1,,1,,1,,,0,,,,,,,,-1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,
274,1,0,81,29,24,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,1,0,0,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,0,0,1,0,0,1,,,,1,,,,0,-1,,,,,,-1,,,0,0,1,,,,,,,,0,,1,,,1,1,,-1,0,1,,1,0,1,-1,-1,,0,,,1,-1,0,0,0,-1,1,0,,,1,,0,,1,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0,0,81,47,34,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,,,,-1,,,,1,-1,,,,,,1,,,1,1,-1,,,,,,,,1,,-1,,,-1,-1,,1,1,1,,1,1,1,1,1,,1,,,-1,-1,-1,1,1,1,1,-1,,,1,,-1,,-1,,,-1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0,0,81,40,31,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,-1,1,1,-1,1,-1,1,1,0,1,0,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,1,0,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,1,-1,,,,,,,,1,,1,,,1,1,,-1,1,1,,-1,1,1,1,1,,1,,,-1,0,1,-1,-1,-1,0,0,,,-1,,1,,0,,,0,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1,0,81,52,16,-1,-1,1,1,1,-1,1,-1,0,0,0,1,-1,0,-1,1,-1,1,-1,0,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,1,1,,,,1,,,,1,-1,,,,,,0,,,1,1,1,,,,,,,,-1,,1,,,1,1,,1,0,1,,1,-1,-1,-1,1,,1,,,1,-1,1,1,1,0,1,1,,,1,,1,,1,,,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1,0,81,41,24,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,-1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,1,,,1,1,,1,0,0,,1,0,1,1,1,,1,,,0,0,0,1,0,1,1,1,,,1,,-1,,1,,,0,,,,,,,,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1,0,48,24,11,0,0,1,1,-1,-1,-1,1,-1,0,0,0,1,-1,-1,-1,,,0,,-1,,,1,1,0,-1,1,1,1,1,,,,0,1,,1,0,1,1,,,-1,-1,0,,,,,1,,,,1,,,,,,,0,,,1,1,1,,,,,,,,,,1,,,,1,,1,,1,,,,0,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1,0,81,44,35,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,,,,1,,,,-1,-1,,,,,,1,,,-1,-1,1,,,,,,,,-1,,-1,,,1,1,,-1,-1,1,,0,-1,1,-1,1,,1,,,1,-1,1,1,1,-1,1,1,,,1,,1,,1,,,0,,,,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1,0,73,42,31,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,,1,1,1,1,,,,1,,,,1,,,,,,,-1,,,-1,-1,1,,,,,,,,,,1,,,1,1,,-1,-1,1,,1,-1,,-1,-1,,1,,,1,1,,1,1,,,1,,,-1,,-1,,1,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1,0,81,41,33,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,1,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,-1,1,1,0,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,0,1,,1,1,1,1,-1,,1,,,1,-1,1,0,1,-1,1,1,,,1,,-1,,1,,,-1,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1,2,86,58,28,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,1,1,,1,-1,1,-1,1,,1,,,1,-1,1,1,1,-1,1,1,,,1,,-1,,1,,,1,,,,,,,,1,-1,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,
286,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,0,,,,,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,0,,0,,0,,,0,,,,,,,,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,
287,1,1,85,31,31,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,0,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,-1,0,0,1,0,1,,,,0,,,,1,-1,,,,,,0,,,1,-1,1,,,,,,,,-1,,1,,,-1,1,,-1,-1,1,,0,0,0,-1,-1,,1,,,0,0,0,0,0,-1,1,1,,,0,,0,,0,,,1,,,,,,,,0,-1,,1,0,,,1,,,1,,,,,,,,,,,,,,,,,
288,1,0,84,45,29,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,0,1,-1,0,,0,,,1,1,1,0,-1,-1,1,1,,,1,,1,,1,,,0,,,,,,,,0,0,,1,1,,,0,,,,,,,,,,,,,,,,,,,,
289,1,0,84,52,32,-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,-1,1,,1,-1,1,,1,-1,1,-1,1,,1,,,1,1,1,1,1,-1,1,1,,,1,,-1,,1,,,1,,,,,,,,1,1,,1,-1,,,1,,,,,,,,,,,,,,,,,,,,
290,1,2,86,49,33,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,-1,-1,,1,1,1,-1,-1,,1,,,1,-1,1,1,-1,-1,1,1,,,1,,0,,1,,,1,,,,,,,,-1,1,,1,1,,,1,,,,1,1,,,,,,,,,,,,,,,
291,1,0,84,38,20,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,1,1,0,0,1,0,0,1,1,0,-1,0,0,1,1,1,0,1,0,1,0,,,,1,,,,1,0,,,,,,0,,,1,-1,1,,,,,,,,0,,1,,,0,1,,1,0,1,,0,0,0,0,1,,1,,,0,1,0,1,1,-1,0,1,,,1,,1,,0,,,1,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
292,1,0,84,43,35,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,0,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,-1,1,,-1,-1,1,,1,-1,1,-1,1,,-1,,,1,1,0,1,-1,-1,1,1,,,1,,0,,1,,,1,,,,,,,,0,-1,,1,1,,,-1,,,,,,,,,,,,,,,,,,,,
293,1,0,84,37,21,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,,,,1,,,,0,0,,,,,,0,,,1,-1,1,,,,,,,,0,,1,,,0,1,,1,0,0,,1,0,0,0,-1,,0,,,0,1,0,1,1,-1,0,1,,,1,,0,,0,,,0,,,,,,,,0,0,,0,1,,,0,,,,,,,,,,,,,,,,,,,,
294,1,0,84,40,40,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,1,1,,,,,,,,-1,,1,,,-1,1,,-1,-1,1,,1,-1,0,-1,1,,-1,,,0,-1,-1,0,1,-1,0,1,,,1,,-1,,1,,,-1,,,,,,,,-1,-1,,1,1,,,-1,,,,,,,,,,,,,,,,,,,,
295,1,1,85,52,21,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,,,,1,0,,,,,,0,,,0,1,1,,,,,,,,-1,,1,,,0,1,,1,0,1,,1,0,1,-1,1,,1,,,1,1,-1,1,1,-1,1,1,,,1,,1,,1,,,1,,,,,,,,0,0,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,
296,1,1,85,45,26,-1,-1,1,-1,1,1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,0,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,1,,1,,,1,1,,-1,0,1,,1,-1,0,-1,-1,,0,,,1,0,0,0,1,-1,1,1,,,1,,0,,1,,,0,,,,,,,,1,0,,1,0,,,1,,,,,,,1,,,,,,,,,,,,,
297,1,0,84,32,17,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,-1,0,-1,0,-1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,,,,0,,,,1,0,,,,,,0,,,0,0,1,,,,,,,,0,,1,,,1,1,,1,1,1,,0,0,1,0,1,,0,,,0,0,0,0,0,-1,0,1,,,1,,-1,,1,,,1,,,,,,,,1,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,
301,1,0,84,46,30,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,0,1,1,1,0,0,1,1,1,-1,1,1,1,-1,1,0,1,1,,,,-1,,,,-1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,1,,1,,,0,1,,1,1,1,,1,1,1,0,-1,,-1,,,0,1,1,1,1,-1,1,1,,,1,,1,,1,,,0,,,,,,,,1,-1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
302,1,0,84,33,20,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,,,,1,,,,0,0,,,,,,-1,,,0,0,1,,,,,,,,0,,0,,,0,1,,-1,0,0,,1,0,0,-1,1,,0,,,1,0,1,1,0,0,0,1,,,1,,0,,0,,,0,,,,,,,,0,0,,0,1,,,0,,,,,,,,,,,,,,,,,,,,
303,1,0,84,41,18,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,0,0,0,1,,,,1,,,,1,0,,,,,,1,,,1,1,1,,,,,,,,0,,0,,,1,1,,1,0,1,,0,-1,0,0,1,,1,,,0,1,0,0,0,0,1,1,,,1,,0,,1,,,1,,,,,,,,1,0,,1,1,,,0,,,,,,,,,,,,,,,,,,,,
305,1,1,31,19,12,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,,,,,,-1,,1,,-1,,1,,,,,,,1,,1,,,1,,,1,,1,-1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
