participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
306,1,0,84,46,30,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,-1,,,1,1,,-1,-1,1,,1,1,1,-1,1,,1,,,1,0,-1,1,0,-1,1,1,,,1,,0,,1,,,1,,,,,,,,1,-1,,1,1,,,0,,,,,,,,,,,,,,,,,,,,
307,1,0,84,40,32,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,0,1,1,1,0,0,1,-1,-1,1,1,1,1,-1,1,0,0,1,,,,1,,,,0,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,0,1,,1,-1,1,,1,1,1,0,1,,1,,,1,-1,1,1,-1,-1,1,1,,,1,,-1,,1,,,-1,,,,,,,,1,0,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
308,,0,5,3,2,-1,-1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1,0,84,44,35,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,,,,1,,,,-1,-1,,,,,,1,,,-1,-1,1,,,,,,,,-1,,-1,,,1,1,,-1,0,1,,0,-1,1,-1,1,,1,,,1,1,0,1,1,0,1,1,,,1,,-1,,1,,,-1,,,,,,,,-1,-1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
311,1,1,85,60,25,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,-1,,,-1,1,,1,-1,1,,1,1,1,-1,1,,1,,,1,-1,1,1,-1,1,1,1,,,1,,-1,,1,,,1,,,,,,,,1,1,,1,1,,,-1,,,,,,,,,1,,,,,,,,,,,
312,1,0,84,32,26,1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,0,1,-1,-1,-1,0,-1,-1,-1,1,0,1,1,1,0,0,0,0,-1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,1,,,,1,-1,,,,,,0,,,1,0,1,,,,,,,,-1,,-1,,,1,1,,0,-1,1,,0,0,0,0,1,,-1,,,0,0,0,-1,1,-1,0,1,,,1,,-1,,1,,,0,,,,,,,,1,0,,1,1,,,-1,,,,,,,,,,,,,,,,,,,,
313,0,1,85,46,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,,,,-1,,,,1,-1,,,,,,1,,,1,-1,-1,,,,,,,,1,,1,,,1,1,,1,1,1,,-1,-1,-1,1,-1,,1,,,1,1,-1,-1,1,-1,1,1,,,1,,-1,,-1,,,-1,,,,,,,,1,1,,-1,1,,,1,,,,,,,,,,1,,,,,,,,,,
314,1,0,84,48,11,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,0,1,1,0,0,,,,1,,,,1,0,,,,,,1,,,1,1,1,,,,,,,,0,,1,,,1,1,,0,0,1,,0,0,0,0,1,,1,,,1,1,0,1,0,1,0,1,,,1,,0,,0,,,1,,,,,,,,0,1,,1,0,,,0,,,,,,,,,,,,,,,,,,,,
315,1,0,88,50,25,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,0,,,1,1,,1,-1,1,,1,0,1,0,1,,1,,,1,1,1,1,0,-1,-1,1,,,1,,0,,1,,,1,,,,,,,,0,0,,0,1,,,0,,,1,1,,1,,,,1,,,,,,,,,,
316,1,10,98,67,31,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,1,1,,,,,,,,-1,,1,,,1,1,,-1,-1,1,,1,-1,1,-1,1,,1,,,1,1,1,-1,1,-1,1,1,,,1,,1,,1,,,1,,,,,,,,-1,-1,,1,1,,,1,,,1,1,,1,,,,1,1,1,1,1,1,1,1,1,1,1
317,1,0,88,45,34,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,0,-1,-1,,1,-1,0,-1,1,,1,,,1,1,0,1,0,-1,-1,1,,,1,,0,,1,,,1,,,,,,,,-1,-1,,1,1,,,0,,,1,1,,1,,,,0,,,,,,,,,,
319,1,0,88,54,27,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,1,1,-1,1,,0,,,1,0,-1,0,1,-1,0,1,,,1,,-1,,1,,,1,,,,,,,,0,1,,1,1,,,-1,,,1,1,,1,,,,0,,,,,,,,,,
320,1,0,91,30,26,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,-1,1,0,1,1,,,,1,,,,0,-1,,,,,,-1,,,-1,0,1,,,,,,,,-1,,1,,,0,1,,0,-1,1,,1,0,1,0,-1,,0,,,0,0,1,0,0,-1,1,1,,,1,,0,,0,,,0,,,,,,,,-1,0,,1,0,,,0,,,0,1,,0,,,,0,,,,0,,0,0,,,
323,1,0,91,55,28,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,-1,1,,1,-1,1,-1,-1,,0,,,1,1,0,0,0,-1,1,1,,,1,,1,,1,,,0,,,,,,,,1,-1,,1,1,,,0,,,1,1,,1,,,,1,,,,1,,1,1,,,
324,1,0,73,46,21,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,,-1,-1,-1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,,,,1,,,,1,,,,,,,0,,,1,-1,1,,,,,,,,,,1,,,,1,,-1,,,,1,-1,0,,-1,,1,,,1,,,,,,,1,,,,,-1,,1,,,0,,,,,,,,-1,0,,,,,,,,,1,1,,1,,,,-1,,,,1,,1,1,,,
325,1,0,91,36,23,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,0,0,-1,-1,1,-1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,-1,1,1,1,1,,,,1,,,,0,-1,,,,,,0,,,0,-1,1,,,,,,,,-1,,1,,,0,1,,0,0,1,,1,-1,1,0,-1,,0,,,1,0,1,0,-1,-1,0,1,,,1,,0,,0,,,0,,,,,,,,0,0,,1,0,,,0,,,1,1,,1,,,,0,,,,0,,-1,1,,,
326,1,0,91,38,25,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,-1,1,1,,,,1,,,,1,-1,,,,,,-1,,,0,-1,1,,,,,,,,-1,,0,,,1,1,,1,0,1,,1,0,1,0,0,,0,,,1,-1,-1,0,1,-1,0,1,,,0,,-1,,1,,,0,,,,,,,,1,-1,,1,0,,,0,,,1,0,,1,,,,1,,,,0,,1,0,,,
328,1,0,91,55,31,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,-1,0,0,1,,1,,,1,-1,1,1,1,-1,1,1,,,1,,1,,1,,,1,,,,,,,,0,-1,,1,1,,,-1,,,1,1,,1,,,,1,,,,1,,1,1,,,
329,1,0,30,13,12,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,,1,,,,,,-1,,,0,,,,,,1,,0,,,,,1,,,0,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,
330,1,0,91,54,16,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,0,-1,-1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,0,,,1,0,1,,,,,,,,0,,0,,,1,1,,1,0,1,,1,0,0,0,1,,1,,,1,1,1,1,1,-1,1,1,,,1,,-1,,1,,,1,,,,,,,,1,0,,1,1,,,0,,,0,0,,1,,,,1,,,,0,,1,1,,,
331,1,0,91,48,36,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,0,1,,1,1,1,,0,1,0,0,-1,,1,,,0,-1,1,-1,-1,-1,1,1,,,-1,,-1,,1,,,-1,,,,,,,,0,-1,,1,1,,,1,,,0,1,,1,,,,1,,,,-1,,1,-1,,,
333,1,0,91,49,27,-1,1,-1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,0,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,0,1,0,1,,1,,,0,0,0,0,-1,-1,1,1,,,1,,0,,1,,,0,,,,,,,,1,0,,1,1,,,0,,,1,0,,0,,,,1,,,,1,,1,1,,,
334,1,0,17,6,11,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
335,1,0,91,54,25,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,-1,0,-1,1,0,1,1,1,0,1,0,-1,-1,1,1,,,,1,,,,1,0,,,,,,1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,1,1,-1,1,,1,,,1,1,0,1,0,0,1,1,,,1,,0,,1,,,1,,,,,,,,1,-1,,1,1,,,0,,,-1,1,,-1,,,,1,,,,1,,1,1,,,
1,1,0,24,13,6,,1,,-1,1,,-1,-1,-1,1,,,,0,-1,1,,,,1,,0,1,0,,1,1,,1,,,-1,1,0,0,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,0,9,2,7,,-1,,1,1,-1,,-1,-1,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,1,3,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,0,2,0,2,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,0,7,4,3,,1,-1,,-1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,0,8,3,5,,1,-1,1,,-1,-1,-1,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,0,4,3,0,,1,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1,0,14,5,9,,-1,1,-1,1,-1,-1,-1,-1,,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,0,6,3,3,,1,,1,,,,-1,,,,-1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1,0,12,7,4,,1,1,1,-1,-1,,1,1,1,,-1,-1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,0,7,3,4,,,1,,,,-1,-1,-1,,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,0,3,0,3,,,-1,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1,0,7,4,3,,,1,,1,,,,,-1,,-1,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
248,,0,6,4,2,,,,1,-1,,,,,,,-1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1,0,9,6,3,,,,1,-1,,-1,,,1,,,-1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1,0,7,2,5,,,,1,,-1,,,-1,,,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,0,4,1,3,,,,,-1,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,0,2,1,1,,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,0,1,0,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,0,1,0,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,0,1,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,0,2,0,0,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,0,1,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,1,2,1,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,1,2,1,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,0,2,0,2,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,0,1,1,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,0,4,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,
23,,0,1,0,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,0,1,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,0,1,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,0,1,0,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,0,1,0,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0,1,0,1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
